Store,Date,Temperature,Unemployment
12,1/02/2013,49.54,9.91
12,8/02/2013,54.96,9.91
12,15/02/2013,47.12,9.91
12,22/02/2013,49.57,9.91
12,1/03/2013,48.08,9.91
12,8/03/2013,60.4,9.91
12,15/03/2013,61.7,9.91
12,22/03/2013,68.75,9.91
12,29/03/2013,62.86,9.91
12,5/04/2013,69.47,9.874
12,12/04/2013,65.6,9.874
12,19/04/2013,64.35,9.874
12,26/04/2013,70.74,9.874
12,3/05/2013,76.84,NA
12,10/05/2013,70.18,NA
12,17/05/2013,83.43,NA
12,24/05/2013,77.87,NA
12,31/05/2013,81.08,NA
12,7/06/2013,89.89,NA
12,14/06/2013,92.14,NA
12,21/06/2013,87.28,NA
12,28/06/2013,89.94,NA
12,5/07/2013,101.95,NA
12,12/07/2013,92.61,NA
12,19/07/2013,93.75,NA
12,26/07/2013,90.27,NA
13,5/02/2010,31.53,8.316
13,12/02/2010,33.16,8.316
13,19/02/2010,35.7,8.316
13,26/02/2010,29.98,8.316
13,5/03/2010,40.65,8.316
13,12/03/2010,37.62,8.316
13,19/03/2010,42.49,8.316
13,26/03/2010,41.48,8.316
13,2/04/2010,42.15,8.107
13,9/04/2010,38.97,8.107
13,16/04/2010,50.39,8.107
13,23/04/2010,55.66,8.107
13,30/04/2010,48.33,8.107
13,7/05/2010,44.42,8.107
13,14/05/2010,50.15,8.107
13,21/05/2010,57.71,8.107
13,28/05/2010,53.11,8.107
13,4/06/2010,59.85,8.107
13,11/06/2010,65.24,8.107
13,18/06/2010,58.41,8.107
13,25/06/2010,71.83,8.107
13,2/07/2010,78.82,7.951
13,9/07/2010,71.33,7.951
13,16/07/2010,77.79,7.951
13,23/07/2010,82.27,7.951
13,30/07/2010,78.94,7.951
13,6/08/2010,81.24,7.951
13,13/08/2010,74.93,7.951
13,20/08/2010,76.34,7.951
13,27/08/2010,75.31,7.951
13,3/09/2010,65.71,7.951
13,10/09/2010,65.74,7.951
13,17/09/2010,66.84,7.951
13,24/09/2010,68.22,7.951
13,1/10/2010,68.74,7.795
13,8/10/2010,63.03,7.795
13,15/10/2010,54.12,7.795
13,22/10/2010,56.89,7.795
13,29/10/2010,45.12,7.795
13,5/11/2010,49.96,7.795
13,12/11/2010,42.55,7.795
13,19/11/2010,42,7.795
13,26/11/2010,28.22,7.795
13,3/12/2010,25.8,7.795
13,10/12/2010,36.78,7.795
13,17/12/2010,35.21,7.795
13,24/12/2010,34.9,7.795
13,31/12/2010,26.79,7.795
13,7/01/2011,16.94,7.47
13,14/01/2011,20.6,7.47
13,21/01/2011,34.8,7.47
13,28/01/2011,31.64,7.47
13,4/02/2011,23.35,7.47
13,11/02/2011,30.83,7.47
13,18/02/2011,40.85,7.47
13,25/02/2011,33.17,7.47
13,4/03/2011,34.23,7.47
13,11/03/2011,41.28,7.47
13,18/03/2011,44.69,7.47
13,25/03/2011,42.38,7.47
13,1/04/2011,42.49,7.193
13,8/04/2011,42.75,7.193
13,15/04/2011,41.72,7.193
13,22/04/2011,47.55,7.193
13,29/04/2011,43.85,7.193
13,6/05/2011,47.75,7.193
13,13/05/2011,52.4,7.193
13,20/05/2011,52.12,7.193
13,27/05/2011,54.62,7.193
13,3/06/2011,52.76,7.193
13,10/06/2011,61.39,7.193
13,17/06/2011,63.35,7.193
13,24/06/2011,66.38,7.193
13,1/07/2011,74.29,6.877
13,8/07/2011,77.3,6.877
13,15/07/2011,75.59,6.877
13,22/07/2011,78.5,6.877
13,29/07/2011,77.62,6.877
13,5/08/2011,75.56,6.877
13,12/08/2011,75.95,6.877
13,19/08/2011,76.68,6.877
13,26/08/2011,81.53,6.877
13,2/09/2011,77,6.877
13,9/09/2011,70.19,6.877
13,16/09/2011,67.54,6.877
13,23/09/2011,63.6,6.877
13,30/09/2011,68.28,6.877
13,7/10/2011,60.62,6.392
13,14/10/2011,51.74,6.392
13,21/10/2011,54.66,6.392
13,28/10/2011,47.41,6.392
13,4/11/2011,43.51,6.392
13,11/11/2011,33.8,6.392
13,18/11/2011,40.65,6.392
13,25/11/2011,38.89,6.392
13,2/12/2011,33.94,6.392
13,9/12/2011,24.82,6.392
13,16/12/2011,27.85,6.392
13,23/12/2011,24.76,6.392
13,30/12/2011,31.53,6.392
13,6/01/2012,33.8,6.104
13,13/01/2012,25.61,6.104
13,20/01/2012,32.71,6.104
13,27/01/2012,34.32,6.104
13,3/02/2012,31.39,6.104
13,10/02/2012,33.73,6.104
13,17/02/2012,36.57,6.104
13,24/02/2012,35.38,6.104
13,2/03/2012,32.36,6.104
13,9/03/2012,38.24,6.104
13,16/03/2012,52.5,6.104
13,23/03/2012,47.83,6.104
13,30/03/2012,53.2,6.104
13,6/04/2012,48.85,5.965
13,13/04/2012,51.7,5.965
13,20/04/2012,50.24,5.965
13,27/04/2012,64.8,5.965
13,4/05/2012,54.41,5.965
13,11/05/2012,56.47,5.965
13,18/05/2012,65.17,5.965
13,25/05/2012,62.39,5.965
13,1/06/2012,61.11,5.965
13,8/06/2012,68.4,5.965
13,15/06/2012,65.97,5.965
13,22/06/2012,72.89,5.965
13,29/06/2012,82,5.965
13,6/07/2012,79.23,5.765
13,13/07/2012,83.68,5.765
13,20/07/2012,75.69,5.765
13,27/07/2012,80.42,5.765
13,3/08/2012,81.99,5.765
13,10/08/2012,81.69,5.765
13,17/08/2012,79.4,5.765
13,24/08/2012,77.37,5.765
13,31/08/2012,79.18,5.765
13,7/09/2012,70.65,5.765
13,14/09/2012,68.55,5.765
13,21/09/2012,67.96,5.765
13,28/09/2012,64.8,5.765
13,5/10/2012,61.79,5.621
13,12/10/2012,55.1,5.621
13,19/10/2012,52.06,5.621
13,26/10/2012,46.97,5.621
13,2/11/2012,52.55,5.621
13,9/11/2012,50.48,5.621
13,16/11/2012,33.3,5.621
13,23/11/2012,46.21,5.621
13,30/11/2012,41.64,5.621
13,7/12/2012,43.67,5.621
13,14/12/2012,35.62,5.621
13,21/12/2012,29.9,5.621
13,28/12/2012,30.07,5.621
13,4/01/2013,13.43,5.372
13,11/01/2013,20,5.372
13,18/01/2013,11.44,5.372
13,25/01/2013,14.75,5.372
13,1/02/2013,30.44,5.372
13,8/02/2013,26.11,5.372
13,15/02/2013,27.12,5.372
13,22/02/2013,29.97,5.372
13,1/03/2013,26.97,5.372
13,8/03/2013,37.63,5.372
13,15/03/2013,46.72,5.372
13,22/03/2013,42.94,5.372
13,29/03/2013,41.71,5.372
13,5/04/2013,53.84,5.274
13,12/04/2013,45.29,5.274
13,19/04/2013,41.07,5.274
13,26/04/2013,48.17,5.274
13,3/05/2013,54.51,NA
13,10/05/2013,59.55,NA
13,17/05/2013,70.01,NA
13,24/05/2013,57.25,NA
13,31/05/2013,60.51,NA
13,7/06/2013,67.49,NA
13,14/06/2013,76.41,NA
13,21/06/2013,70.49,NA
13,28/06/2013,75.24,NA
13,5/07/2013,85.58,NA
13,12/07/2013,78.93,NA
13,19/07/2013,80.81,NA
13,26/07/2013,83.62,NA
14,5/02/2010,27.31,8.992
14,12/02/2010,27.73,8.992
14,19/02/2010,31.27,8.992
14,26/02/2010,34.89,8.992
14,5/03/2010,37.13,8.992
14,12/03/2010,45.8,8.992
14,19/03/2010,48.79,8.992
14,26/03/2010,54.36,8.992
14,2/04/2010,47.74,8.899
14,9/04/2010,65.45,8.899
14,16/04/2010,54.28,8.899
14,23/04/2010,53.47,8.899
14,30/04/2010,53.15,8.899
14,7/05/2010,70.75,8.899
14,14/05/2010,54.26,8.899
14,21/05/2010,62.62,8.899
14,28/05/2010,69.27,8.899
14,4/06/2010,75.93,8.899
14,11/06/2010,69.71,8.899
14,18/06/2010,72.62,8.899
14,25/06/2010,79.32,8.899
14,2/07/2010,76.61,8.743
14,9/07/2010,82.45,8.743
14,16/07/2010,77.84,8.743
14,23/07/2010,81.46,8.743
14,30/07/2010,79.78,8.743
14,6/08/2010,77.17,8.743
14,13/08/2010,78.44,8.743
14,20/08/2010,76.01,8.743
14,27/08/2010,71.36,8.743
14,3/09/2010,78.37,8.743
14,10/09/2010,70.87,8.743
14,17/09/2010,66.55,8.743
14,24/09/2010,68.59,8.743
14,1/10/2010,70.58,8.724
14,8/10/2010,56.49,8.724
14,15/10/2010,58.61,8.724
14,22/10/2010,53.15,8.724
14,29/10/2010,61.3,8.724
14,5/11/2010,45.65,8.724
14,12/11/2010,46.14,8.724
14,19/11/2010,50.02,8.724
14,26/11/2010,46.15,8.724
14,3/12/2010,40.93,8.724
14,10/12/2010,30.54,8.724
14,17/12/2010,30.51,8.724
14,24/12/2010,30.59,8.724
14,31/12/2010,29.67,8.724
14,7/01/2011,34.32,8.549
14,14/01/2011,24.78,8.549
14,21/01/2011,30.55,8.549
14,28/01/2011,24.05,8.549
14,4/02/2011,28.73,8.549
14,11/02/2011,30.3,8.549
14,18/02/2011,40.7,8.549
14,25/02/2011,35.78,8.549
14,4/03/2011,38.65,8.549
14,11/03/2011,45.01,8.549
14,18/03/2011,46.66,8.549
14,25/03/2011,41.76,8.549
14,1/04/2011,37.27,8.521
14,8/04/2011,48.71,8.521
14,15/04/2011,53.69,8.521
14,22/04/2011,53.04,8.521
14,29/04/2011,66.18,8.521
14,6/05/2011,58.21,8.521
14,13/05/2011,60.38,8.521
14,20/05/2011,62.28,8.521
14,27/05/2011,69.7,8.521
14,3/06/2011,76.38,8.521
14,10/06/2011,73.88,8.521
14,17/06/2011,69.32,8.521
14,24/06/2011,74.85,8.521
14,1/07/2011,74.04,8.625
14,8/07/2011,77.49,8.625
14,15/07/2011,78.47,8.625
14,22/07/2011,82.33,8.625
14,29/07/2011,81.31,8.625
14,5/08/2011,78.22,8.625
14,12/08/2011,77,8.625
14,19/08/2011,72.98,8.625
14,26/08/2011,72.55,8.625
14,2/09/2011,70.63,8.625
14,9/09/2011,71.48,8.625
14,16/09/2011,69.17,8.625
14,23/09/2011,63.75,8.625
14,30/09/2011,70.66,8.625
14,7/10/2011,55.82,8.523
14,14/10/2011,63.82,8.523
14,21/10/2011,59.6,8.523
14,28/10/2011,51.78,8.523
14,4/11/2011,43.92,8.523
14,11/11/2011,47.65,8.523
14,18/11/2011,51.34,8.523
14,25/11/2011,48.71,8.523
14,2/12/2011,50.19,8.523
14,9/12/2011,46.57,8.523
14,16/12/2011,39.93,8.523
14,23/12/2011,42.27,8.523
14,30/12/2011,37.79,8.523
14,6/01/2012,35.88,8.424
14,13/01/2012,41.18,8.424
14,20/01/2012,31.85,8.424
14,27/01/2012,37.93,8.424
14,3/02/2012,42.96,8.424
14,10/02/2012,37,8.424
14,17/02/2012,36.85,8.424
14,24/02/2012,42.86,8.424
14,2/03/2012,41.55,8.424
14,9/03/2012,45.52,8.424
14,16/03/2012,50.56,8.424
14,23/03/2012,59.45,8.424
14,30/03/2012,50.04,8.424
14,6/04/2012,49.73,8.567
14,13/04/2012,51.83,8.567
14,20/04/2012,63.13,8.567
14,27/04/2012,53.2,8.567
14,4/05/2012,55.21,8.567
14,11/05/2012,61.24,8.567
14,18/05/2012,66.3,8.567
14,25/05/2012,67.21,8.567
14,1/06/2012,74.48,8.567
14,8/06/2012,64.3,8.567
14,15/06/2012,71.93,8.567
14,22/06/2012,74.22,8.567
14,29/06/2012,75.22,8.567
14,6/07/2012,82.99,8.684
14,13/07/2012,79.97,8.684
14,20/07/2012,78.89,8.684
14,27/07/2012,77.2,8.684
14,3/08/2012,76.58,8.684
14,10/08/2012,78.65,8.684
14,17/08/2012,75.71,8.684
14,24/08/2012,72.62,8.684
14,31/08/2012,75.09,8.684
14,7/09/2012,75.7,8.684
14,14/09/2012,67.87,8.684
14,21/09/2012,65.32,8.684
14,28/09/2012,64.88,8.684
14,5/10/2012,64.89,8.667
14,12/10/2012,54.47,8.667
14,19/10/2012,56.47,8.667
14,26/10/2012,58.85,8.667
14,2/11/2012,52.45,8.667
14,9/11/2012,41.2,8.667
14,16/11/2012,45.61,8.667
14,23/11/2012,43.08,8.667
14,30/11/2012,37.43,8.667
14,7/12/2012,45.53,8.667
14,14/12/2012,43.55,8.667
14,21/12/2012,43.54,8.667
14,28/12/2012,35.96,8.667
14,4/01/2013,32.87,8.625
14,11/01/2013,38.78,8.625
14,18/01/2013,41.45,8.625
14,25/01/2013,26.49,8.625
14,1/02/2013,34.92,8.625
14,8/02/2013,28.99,8.625
14,15/02/2013,35.87,8.625
14,22/02/2013,31.48,8.625
14,1/03/2013,39.72,8.625
14,8/03/2013,36.13,8.625
14,15/03/2013,42.81,8.625
14,22/03/2013,36.55,8.625
14,29/03/2013,40.68,8.625
14,5/04/2013,43.94,8.335
14,12/04/2013,57.39,8.335
14,19/04/2013,56.27,8.335
14,26/04/2013,50.64,8.335
14,3/05/2013,56.07,NA
14,10/05/2013,58.86,NA
14,17/05/2013,60.59,NA
14,24/05/2013,67.11,NA
14,31/05/2013,65.88,NA
14,7/06/2013,70.71,NA
14,14/06/2013,70.01,NA
14,21/06/2013,70.13,NA
14,28/06/2013,76.05,NA
14,5/07/2013,77.5,NA
14,12/07/2013,79.37,NA
14,19/07/2013,82.84,NA
14,26/07/2013,76.06,NA
15,5/02/2010,19.83,8.35
15,12/02/2010,22,8.35
15,19/02/2010,27.54,8.35
15,26/02/2010,29.87,8.35
15,5/03/2010,31.79,8.35
15,12/03/2010,41.39,8.35
15,19/03/2010,44.69,8.35
15,26/03/2010,39.53,8.35
15,2/04/2010,45.27,8.185
15,9/04/2010,57.77,8.185
15,16/04/2010,49.63,8.185
15,23/04/2010,46.54,8.185
15,30/04/2010,49.09,8.185
15,7/05/2010,63.16,8.185
15,14/05/2010,47.13,8.185
15,21/05/2010,59.09,8.185
15,28/05/2010,70.61,8.185
15,4/06/2010,69.99,8.185
15,11/06/2010,61.04,8.185
15,18/06/2010,65.83,8.185
15,25/06/2010,72.79,8.185
15,2/07/2010,66.13,8.099
15,9/07/2010,77.33,8.099
15,16/07/2010,72.83,8.099
15,23/07/2010,73.2,8.099
15,30/07/2010,72.04,8.099
15,6/08/2010,72.7,8.099
15,13/08/2010,72.17,8.099
15,20/08/2010,71.1,8.099
15,27/08/2010,65.07,8.099
15,3/09/2010,73.17,8.099
15,10/09/2010,62.36,8.099
15,17/09/2010,57.94,8.099
15,24/09/2010,62.53,8.099
15,1/10/2010,59.69,8.067
15,8/10/2010,52.19,8.067
15,15/10/2010,49.96,8.067
15,22/10/2010,47.1,8.067
15,29/10/2010,55.09,8.067
15,5/11/2010,40.29,8.067
15,12/11/2010,39.63,8.067
15,19/11/2010,44.1,8.067
15,26/11/2010,40.71,8.067
15,3/12/2010,36,8.067
15,10/12/2010,23.97,8.067
15,17/12/2010,25.3,8.067
15,24/12/2010,25.07,8.067
15,31/12/2010,26.54,8.067
15,7/01/2011,30.53,7.771
15,14/01/2011,19.53,7.771
15,21/01/2011,21.84,7.771
15,28/01/2011,19.61,7.771
15,4/02/2011,20.69,7.771
15,11/02/2011,21.64,7.771
15,18/02/2011,33.06,7.771
15,25/02/2011,20.87,7.771
15,4/03/2011,28.16,7.771
15,11/03/2011,34.27,7.771
15,18/03/2011,40.23,7.771
15,25/03/2011,32.63,7.771
15,1/04/2011,30.34,7.658
15,8/04/2011,40.94,7.658
15,15/04/2011,48.63,7.658
15,22/04/2011,41.37,7.658
15,29/04/2011,55.46,7.658
15,6/05/2011,49.87,7.658
15,13/05/2011,57.07,7.658
15,20/05/2011,57.19,7.658
15,27/05/2011,65.87,7.658
15,3/06/2011,69.8,7.658
15,10/06/2011,69.86,7.658
15,17/06/2011,63.9,7.658
15,24/06/2011,69.96,7.658
15,1/07/2011,67.43,7.806
15,8/07/2011,73.47,7.806
15,15/07/2011,73.34,7.806
15,22/07/2011,79.97,7.806
15,29/07/2011,74.67,7.806
15,5/08/2011,73.63,7.806
15,12/08/2011,70.63,7.806
15,19/08/2011,70.41,7.806
15,26/08/2011,69.19,7.806
15,2/09/2011,67.63,7.806
15,9/09/2011,67.59,7.806
15,16/09/2011,62.1,7.806
15,23/09/2011,59,7.806
15,30/09/2011,64.87,7.806
15,7/10/2011,51.24,7.866
15,14/10/2011,61.3,7.866
15,21/10/2011,51.67,7.866
15,28/10/2011,45.54,7.866
15,4/11/2011,43.39,7.866
15,11/11/2011,47.13,7.866
15,18/11/2011,46.53,7.866
15,25/11/2011,41.1,7.866
15,2/12/2011,45.67,7.866
15,9/12/2011,38.53,7.866
15,16/12/2011,35.49,7.866
15,23/12/2011,34.93,7.866
15,30/12/2011,31.44,7.866
15,6/01/2012,30.24,7.943
15,13/01/2012,36.26,7.943
15,20/01/2012,21.39,7.943
15,27/01/2012,30.87,7.943
15,3/02/2012,35.3,7.943
15,10/02/2012,31.91,7.943
15,17/02/2012,30.26,7.943
15,24/02/2012,33.18,7.943
15,2/03/2012,33.24,7.943
15,9/03/2012,36.97,7.943
15,16/03/2012,47.42,7.943
15,23/03/2012,58.92,7.943
15,30/03/2012,42.65,7.943
15,6/04/2012,40.01,8.15
15,13/04/2012,43.52,8.15
15,20/04/2012,54.47,8.15
15,27/04/2012,41.57,8.15
15,4/05/2012,51.04,8.15
15,11/05/2012,54.23,8.15
15,18/05/2012,58.84,8.15
15,25/05/2012,67.97,8.15
15,1/06/2012,67.61,8.15
15,8/06/2012,59.35,8.15
15,15/06/2012,67.7,8.15
15,22/06/2012,74.28,8.15
15,29/06/2012,68.91,8.15
15,6/07/2012,74.64,8.193
15,13/07/2012,72.62,8.193
15,20/07/2012,75.31,8.193
15,27/07/2012,73.9,8.193
15,3/08/2012,73.13,8.193
15,10/08/2012,73.99,8.193
15,17/08/2012,70.29,8.193
15,24/08/2012,66.98,8.193
15,31/08/2012,71.42,8.193
15,7/09/2012,71.61,8.193
15,14/09/2012,65.44,8.193
15,21/09/2012,60.34,8.193
15,28/09/2012,57.13,8.193
15,5/10/2012,59.57,7.992
15,12/10/2012,49.12,7.992
15,19/10/2012,52.89,7.992
15,26/10/2012,55.75,7.992
15,2/11/2012,47.36,7.992
15,9/11/2012,36.32,7.992
15,16/11/2012,44.4,7.992
15,23/11/2012,39.82,7.992
15,30/11/2012,34.04,7.992
15,7/12/2012,40.95,7.992
15,14/12/2012,37.66,7.992
15,21/12/2012,38.6,7.992
15,28/12/2012,28.16,7.992
15,4/01/2013,23.76,8.036
15,11/01/2013,33.36,8.036
15,18/01/2013,35.19,8.036
15,25/01/2013,18.82,8.036
15,1/02/2013,29.71,8.036
15,8/02/2013,21.64,8.036
15,15/02/2013,30.02,8.036
15,22/02/2013,23.11,8.036
15,1/03/2013,33.45,8.036
15,8/03/2013,28.46,8.036
15,15/03/2013,37.38,8.036
15,22/03/2013,27.38,8.036
15,29/03/2013,35.7,8.036
15,5/04/2013,36.51,7.806
15,12/04/2013,42.94,7.806
15,19/04/2013,50.36,7.806
15,26/04/2013,46.56,7.806
15,3/05/2013,58.11,NA
15,10/05/2013,60.82,NA
15,17/05/2013,51.69,NA
15,24/05/2013,62.86,NA
15,31/05/2013,60.73,NA
15,7/06/2013,62.21,NA
15,14/06/2013,61.31,NA
15,21/06/2013,62.53,NA
15,28/06/2013,73.7,NA
15,5/07/2013,70.26,NA
15,12/07/2013,73.9,NA
15,19/07/2013,78.04,NA
15,26/07/2013,68.77,NA
16,5/02/2010,19.79,7.039
16,12/02/2010,20.87,7.039
16,19/02/2010,21.13,7.039
16,26/02/2010,18.12,7.039
16,5/03/2010,27.92,7.039
16,12/03/2010,28.64,7.039
16,19/03/2010,33.45,7.039
16,26/03/2010,29.88,7.039
16,2/04/2010,36.19,6.842
16,9/04/2010,34.21,6.842
16,16/04/2010,45.69,6.842
16,23/04/2010,44.9,6.842
16,30/04/2010,37.75,6.842
16,7/05/2010,37.43,6.842
16,14/05/2010,41.26,6.842
16,21/05/2010,47.34,6.842
16,28/05/2010,52.08,6.842
16,4/06/2010,53.76,6.842
16,11/06/2010,62.63,6.842
16,18/06/2010,52.4,6.842
16,25/06/2010,62.37,6.842
16,2/07/2010,64.44,6.868
16,9/07/2010,61.79,6.868
16,16/07/2010,67.68,6.868
16,23/07/2010,70.67,6.868
16,30/07/2010,70.71,6.868
16,6/08/2010,67.42,6.868
16,13/08/2010,63.91,6.868
16,20/08/2010,63.59,6.868
16,27/08/2010,65.66,6.868
16,3/09/2010,58.02,6.868
16,10/09/2010,57.24,6.868
16,17/09/2010,56.55,6.868
16,24/09/2010,58.19,6.868
16,1/10/2010,59.39,6.986
16,8/10/2010,54.29,6.986
16,15/10/2010,45,6.986
16,22/10/2010,45.85,6.986
16,29/10/2010,35.76,6.986
16,5/11/2010,39.94,6.986
16,12/11/2010,34.04,6.986
16,19/11/2010,27.26,6.986
16,26/11/2010,23.46,6.986
16,3/12/2010,23.68,6.986
16,10/12/2010,32.02,6.986
16,17/12/2010,26.01,6.986
16,24/12/2010,32.46,6.986
16,31/12/2010,19.66,6.986
16,7/01/2011,12.39,6.614
16,14/01/2011,17.46,6.614
16,21/01/2011,28.6,6.614
16,28/01/2011,20.8,6.614
16,4/02/2011,13.64,6.614
16,11/02/2011,15.02,6.614
16,18/02/2011,27.18,6.614
16,25/02/2011,26.15,6.614
16,4/03/2011,31.77,6.614
16,11/03/2011,29.36,6.614
16,18/03/2011,36.5,6.614
16,25/03/2011,32.61,6.614
16,1/04/2011,35.75,6.339
16,8/04/2011,38.04,6.339
16,15/04/2011,34.59,6.339
16,22/04/2011,40.74,6.339
16,29/04/2011,37.77,6.339
16,6/05/2011,38.64,6.339
16,13/05/2011,43.29,6.339
16,20/05/2011,43.95,6.339
16,27/05/2011,45.17,6.339
16,3/06/2011,54.08,6.339
16,10/06/2011,55.78,6.339
16,17/06/2011,58.34,6.339
16,24/06/2011,54.36,6.339
16,1/07/2011,63.59,6.338
16,8/07/2011,65,6.338
16,15/07/2011,65.16,6.338
16,22/07/2011,65.36,6.338
16,29/07/2011,66.84,6.338
16,5/08/2011,63.96,6.338
16,12/08/2011,67.09,6.338
16,19/08/2011,68.83,6.338
16,26/08/2011,67.51,6.338
16,2/09/2011,63.44,6.338
16,9/09/2011,56.99,6.338
16,16/09/2011,53.68,6.338
16,23/09/2011,50.39,6.338
16,30/09/2011,57.61,6.338
16,7/10/2011,48.91,6.232
16,14/10/2011,39.97,6.232
16,21/10/2011,46.99,6.232
16,28/10/2011,41.97,6.232
16,4/11/2011,33.43,6.232
16,11/11/2011,29.56,6.232
16,18/11/2011,31.73,6.232
16,25/11/2011,31.39,6.232
16,2/12/2011,27.83,6.232
16,9/12/2011,14.44,6.232
16,16/12/2011,22.5,6.232
16,23/12/2011,20.79,6.232
16,30/12/2011,23.91,6.232
16,6/01/2012,26.49,6.162
16,13/01/2012,19.55,6.162
16,20/01/2012,29.3,6.162
16,27/01/2012,28.17,6.162
16,3/02/2012,25.53,6.162
16,10/02/2012,23.69,6.162
16,17/02/2012,31.19,6.162
16,24/02/2012,26.21,6.162
16,2/03/2012,23.4,6.162
16,9/03/2012,28.16,6.162
16,16/03/2012,38.02,6.162
16,23/03/2012,38.7,6.162
16,30/03/2012,48.29,6.162
16,6/04/2012,48.93,6.169
16,13/04/2012,45.83,6.169
16,20/04/2012,43.61,6.169
16,27/04/2012,59.69,6.169
16,4/05/2012,51.34,6.169
16,11/05/2012,53.57,6.169
16,18/05/2012,56.74,6.169
16,25/05/2012,57.36,6.169
16,1/06/2012,58.97,6.169
16,8/06/2012,65.43,6.169
16,15/06/2012,65.36,6.169
16,22/06/2012,70.41,6.169
16,29/06/2012,77.31,6.169
16,6/07/2012,70.49,6.061
16,13/07/2012,70.29,6.061
16,20/07/2012,68.43,6.061
16,27/07/2012,69,6.061
16,3/08/2012,68.59,6.061
16,10/08/2012,70.24,6.061
16,17/08/2012,62.07,6.061
16,24/08/2012,61.44,6.061
16,31/08/2012,64.19,6.061
16,7/09/2012,60.09,6.061
16,14/09/2012,56.69,6.061
16,21/09/2012,56.48,6.061
16,28/09/2012,51.4,6.061
16,5/10/2012,50.46,5.847
16,12/10/2012,43.26,5.847
16,19/10/2012,40.59,5.847
16,26/10/2012,40.99,5.847
16,2/11/2012,38.2,5.847
16,9/11/2012,39.39,5.847
16,16/11/2012,27.95,5.847
16,23/11/2012,35.03,5.847
16,30/11/2012,31.56,5.847
16,7/12/2012,34.12,5.847
16,14/12/2012,24.66,5.847
16,21/12/2012,21.6,5.847
16,28/12/2012,17.93,5.847
16,4/01/2013,8.55,5.415
16,11/01/2013,17.64,5.415
16,18/01/2013,8.82,5.415
16,25/01/2013,21.62,5.415
16,1/02/2013,28.1,5.415
16,8/02/2013,25.41,5.415
16,15/02/2013,20.49,5.415
16,22/02/2013,23.43,5.415
16,1/03/2013,18.86,5.415
16,8/03/2013,32.51,5.415
16,15/03/2013,33.08,5.415
16,22/03/2013,31.55,5.415
16,29/03/2013,31.64,5.415
16,5/04/2013,40.15,5.324
16,12/04/2013,32.66,5.324
16,19/04/2013,30.36,5.324
16,26/04/2013,35.39,5.324
16,3/05/2013,41.41,NA
16,10/05/2013,42.61,NA
16,17/05/2013,53.14,NA
16,24/05/2013,47.96,NA
16,31/05/2013,50.66,NA
16,7/06/2013,54.47,NA
16,14/06/2013,63.54,NA
16,21/06/2013,61.31,NA
16,28/06/2013,64.39,NA
16,5/07/2013,65.69,NA
16,12/07/2013,67.61,NA
16,19/07/2013,65.55,NA
16,26/07/2013,67.29,NA
17,5/02/2010,23.11,6.548
17,12/02/2010,18.36,6.548
17,19/02/2010,25.06,6.548
17,26/02/2010,15.64,6.548
17,5/03/2010,31.58,6.548
17,12/03/2010,29.71,6.548
17,19/03/2010,33.96,6.548
17,26/03/2010,35.59,6.548
17,2/04/2010,36.94,6.635
17,9/04/2010,34.05,6.635
17,16/04/2010,45.22,6.635
17,23/04/2010,52.25,6.635
17,30/04/2010,43.82,6.635
17,7/05/2010,40.26,6.635
17,14/05/2010,47.28,6.635
17,21/05/2010,53.94,6.635
17,28/05/2010,48.19,6.635
17,4/06/2010,53.79,6.635
17,11/06/2010,57.14,6.635
17,18/06/2010,54.94,6.635
17,25/06/2010,62.64,6.635
17,2/07/2010,68.98,6.697
17,9/07/2010,62.41,6.697
17,16/07/2010,65.66,6.697
17,23/07/2010,69.66,6.697
17,30/07/2010,69.96,6.697
17,6/08/2010,70.53,6.697
17,13/08/2010,65.17,6.697
17,20/08/2010,67.04,6.697
17,27/08/2010,65.03,6.697
17,3/09/2010,57.86,6.697
17,10/09/2010,56.28,6.697
17,17/09/2010,58.53,6.697
17,24/09/2010,58.39,6.697
17,1/10/2010,60.07,6.885
17,8/10/2010,58.06,6.885
17,15/10/2010,47.35,6.885
17,22/10/2010,47.95,6.885
17,29/10/2010,39.87,6.885
17,5/11/2010,42.54,6.885
17,12/11/2010,36.32,6.885
17,19/11/2010,36.31,6.885
17,26/11/2010,19.03,6.885
17,3/12/2010,22.47,6.885
17,10/12/2010,31.64,6.885
17,17/12/2010,25.13,6.885
17,24/12/2010,26.58,6.885
17,31/12/2010,20.79,6.885
17,7/01/2011,6.23,6.866
17,14/01/2011,16.57,6.866
17,21/01/2011,26.62,6.866
17,28/01/2011,22.16,6.866
17,4/02/2011,11.29,6.866
17,11/02/2011,14.19,6.866
17,18/02/2011,26.86,6.866
17,25/02/2011,24.36,6.866
17,4/03/2011,24.21,6.866
17,11/03/2011,32.42,6.866
17,18/03/2011,34.48,6.866
17,25/03/2011,36.71,6.866
17,1/04/2011,39.38,6.774
17,8/04/2011,39.16,6.774
17,15/04/2011,39.98,6.774
17,22/04/2011,42.24,6.774
17,29/04/2011,40.14,6.774
17,6/05/2011,45.66,6.774
17,13/05/2011,49.26,6.774
17,20/05/2011,51.93,6.774
17,27/05/2011,51.04,6.774
17,3/06/2011,49.61,6.774
17,10/06/2011,54.57,6.774
17,17/06/2011,56.61,6.774
17,24/06/2011,60.99,6.774
