Store,Date,Weekly_Sales
7,19/10/2012,9771.51
7,26/10/2012,10983.79
8,5/02/2010,16181.89
8,12/02/2010,34262.09
8,19/02/2010,22319.25
8,26/02/2010,11722.71
8,5/03/2010,12979.74
8,12/03/2010,12305.83
8,19/03/2010,12520.3
8,26/03/2010,15764.25
8,2/04/2010,36979.1
8,9/04/2010,25305.29
8,16/04/2010,10141.01
8,23/04/2010,9827.3
8,30/04/2010,10534.42
8,7/05/2010,11278.69
8,14/05/2010,11729.98
8,21/05/2010,10456.4
8,28/05/2010,10495.15
8,4/06/2010,10766.46
8,11/06/2010,10558.63
8,18/06/2010,10715.71
8,25/06/2010,10746.19
8,2/07/2010,10927.63
8,9/07/2010,10967.49
8,16/07/2010,10173.72
8,23/07/2010,9393.99
8,30/07/2010,9313
8,6/08/2010,10360.57
8,13/08/2010,10403.84
8,20/08/2010,10176.83
8,27/08/2010,10129.49
8,3/09/2010,11306.06
8,10/09/2010,12137.21
8,17/09/2010,13635.27
8,24/09/2010,14030.65
8,1/10/2010,15638.14
8,8/10/2010,17640.45
8,15/10/2010,16571.42
8,22/10/2010,19215.64
8,29/10/2010,28961.61
8,5/11/2010,24364.54
8,12/11/2010,11546.43
8,19/11/2010,11884.44
8,26/11/2010,13377.52
8,3/12/2010,16681.52
8,10/12/2010,22042.42
8,17/12/2010,33730.01
8,24/12/2010,30074.69
8,31/12/2010,10178.58
8,7/01/2011,9166.83
8,14/01/2011,12198
8,21/01/2011,12329.28
8,28/01/2011,13052.34
8,4/02/2011,14479.01
8,11/02/2011,28054.5
8,18/02/2011,35184.13
8,25/02/2011,12309.14
8,4/03/2011,13304.63
8,11/03/2011,13454.88
8,18/03/2011,13328.59
8,25/03/2011,13420.29
8,1/04/2011,13644.98
8,8/04/2011,15975.88
8,15/04/2011,18562.34
8,22/04/2011,33591.13
8,29/04/2011,22609.44
8,6/05/2011,10413.11
8,13/05/2011,9817.83
8,20/05/2011,8579.96
8,27/05/2011,8140.29
8,3/06/2011,9182.01
8,10/06/2011,8570.93
8,17/06/2011,9379.33
8,24/06/2011,8113.01
8,1/07/2011,8662.95
8,8/07/2011,9205.01
8,15/07/2011,9548.47
8,22/07/2011,8291.27
8,29/07/2011,10101.26
8,5/08/2011,10291.26
8,12/08/2011,10151.85
8,19/08/2011,9979.73
8,26/08/2011,8420.16
8,2/09/2011,11143.04
8,9/09/2011,11169.68
8,16/09/2011,13652.36
8,23/09/2011,13417.47
8,30/09/2011,12892.58
8,7/10/2011,15397.28
8,14/10/2011,16662.77
8,21/10/2011,17678.66
8,28/10/2011,24531.27
8,4/11/2011,35991.04
8,11/11/2011,12746.15
8,18/11/2011,11044.58
8,25/11/2011,12495.33
8,2/12/2011,15608.91
8,9/12/2011,20676.25
8,16/12/2011,29046.88
8,23/12/2011,36655.67
8,30/12/2011,15959.86
8,6/01/2012,11001.87
8,13/01/2012,12172.49
8,20/01/2012,12652.39
8,27/01/2012,14072.27
8,3/02/2012,14684.61
8,10/02/2012,23263.71
8,17/02/2012,48385.22
8,24/02/2012,13457.69
8,2/03/2012,12947.8
8,9/03/2012,13196.45
8,16/03/2012,12939.55
8,23/03/2012,14457.19
8,30/03/2012,19095.28
8,6/04/2012,38908.35
8,13/04/2012,25470.87
8,20/04/2012,10421.16
8,27/04/2012,8981.2
8,4/05/2012,9787.9
8,11/05/2012,10161.72
8,18/05/2012,10317.75
8,25/05/2012,9194.11
8,1/06/2012,9660.86
8,8/06/2012,9717.93
8,15/06/2012,9904.63
8,22/06/2012,9886.14
8,29/06/2012,8356.4
8,6/07/2012,9963.01
8,13/07/2012,9839.93
8,20/07/2012,9377.05
8,27/07/2012,9322.04
8,3/08/2012,10102.3
8,10/08/2012,9819.17
8,17/08/2012,9799.49
8,24/08/2012,9375.9
8,31/08/2012,10230.28
8,7/09/2012,10871.03
8,14/09/2012,13483.37
8,21/09/2012,13441
8,28/09/2012,14572.76
8,5/10/2012,15266.85
8,12/10/2012,16301.28
8,19/10/2012,17609.23
8,26/10/2012,21737.93
9,5/02/2010,12861.4
9,12/02/2010,20273.94
9,19/02/2010,14819.97
9,26/02/2010,10530.98
9,5/03/2010,10438.47
9,12/03/2010,11004.74
9,19/03/2010,9813.87
9,26/03/2010,11402.28
9,2/04/2010,24205.64
9,9/04/2010,13421.94
9,16/04/2010,8926.1
9,23/04/2010,8462.08
9,30/04/2010,8723.98
9,7/05/2010,10088.57
9,14/05/2010,9527.04
9,21/05/2010,8969.28
9,28/05/2010,8674.07
9,4/06/2010,9505.8
9,11/06/2010,9236.26
9,18/06/2010,9540.72
9,25/06/2010,9159.5
9,2/07/2010,11305.36
9,9/07/2010,9840.3
9,16/07/2010,8575.61
9,23/07/2010,7983.42
9,30/07/2010,9398.18
9,6/08/2010,8888.16
9,13/08/2010,8233.72
9,20/08/2010,8233.82
9,27/08/2010,8911.63
9,3/09/2010,9420.75
9,10/09/2010,9883.89
9,17/09/2010,10705.6
9,24/09/2010,10713.65
9,1/10/2010,11978.42
9,8/10/2010,13152.32
9,15/10/2010,12164.67
9,22/10/2010,12955.32
9,29/10/2010,22080.96
9,5/11/2010,18538.13
9,12/11/2010,11328.27
9,19/11/2010,9203.2
9,26/11/2010,10780.6
9,3/12/2010,13042.06
9,10/12/2010,15836.25
9,17/12/2010,22137.23
9,24/12/2010,21230.47
9,31/12/2010,7820.01
9,7/01/2011,8365.16
9,14/01/2011,9049.76
9,21/01/2011,10042.29
9,28/01/2011,10534.25
9,4/02/2011,12386.14
9,11/02/2011,17609.54
9,18/02/2011,19262.71
9,25/02/2011,8805.35
9,4/03/2011,9177.05
9,11/03/2011,9588.53
9,18/03/2011,9387.59
9,25/03/2011,9909.43
9,1/04/2011,10393.72
9,8/04/2011,11515.04
9,15/04/2011,13693.33
9,22/04/2011,24940.66
9,29/04/2011,17649.37
9,6/05/2011,10231.78
9,13/05/2011,8721.04
9,20/05/2011,8497.04
9,27/05/2011,8687.9
9,3/06/2011,9240.67
9,10/06/2011,8963.92
9,17/06/2011,8638.83
9,24/06/2011,8651.38
9,1/07/2011,9817.12
9,8/07/2011,10512.14
9,15/07/2011,8752.42
9,22/07/2011,8517.46
9,29/07/2011,8411.83
9,5/08/2011,9174.31
9,12/08/2011,7789.72
9,19/08/2011,8778.39
9,26/08/2011,9292.32
9,2/09/2011,8735.99
9,9/09/2011,10245.86
9,16/09/2011,11039.94
9,23/09/2011,10428.39
9,30/09/2011,10856.02
9,7/10/2011,11670.67
9,14/10/2011,12539.39
9,21/10/2011,13183.58
9,28/10/2011,17950.88
9,4/11/2011,23967.18
9,11/11/2011,10794.7
9,18/11/2011,10466.01
9,25/11/2011,12319.18
9,2/12/2011,13268.53
9,9/12/2011,16352.35
9,16/12/2011,21614.53
9,23/12/2011,26975.98
9,30/12/2011,11010.41
9,6/01/2012,9076.54
9,13/01/2012,9902.8
9,20/01/2012,9231.2
9,27/01/2012,10654.88
9,3/02/2012,11937.48
9,10/02/2012,16209.23
9,17/02/2012,25676.28
9,24/02/2012,10386.62
9,2/03/2012,11109.17
9,9/03/2012,11204.72
9,16/03/2012,11093.07
9,23/03/2012,11993.86
9,30/03/2012,14286.63
9,6/04/2012,27993.33
9,13/04/2012,16226.29
9,20/04/2012,9234.22
9,27/04/2012,8752.32
9,4/05/2012,10307.2
9,11/05/2012,9725.4
9,18/05/2012,9448.43
9,25/05/2012,9693.75
9,1/06/2012,9445.35
9,8/06/2012,9289.55
9,15/06/2012,9378.72
9,22/06/2012,10214.84
9,29/06/2012,9820.63
9,6/07/2012,11052.17
9,13/07/2012,9191.85
9,20/07/2012,8527.7
9,27/07/2012,9244.08
9,3/08/2012,8765.82
9,10/08/2012,9219.2
9,17/08/2012,9193.85
9,24/08/2012,8994.15
9,31/08/2012,10365.44
9,7/09/2012,11647.62
9,14/09/2012,12128.7
9,21/09/2012,12392.13
9,28/09/2012,13772.7
9,5/10/2012,14787.3
9,12/10/2012,14626.09
9,19/10/2012,15325.8
9,26/10/2012,20194.31
10,5/02/2010,40212.84
10,12/02/2010,67699.32
10,19/02/2010,49748.33
10,26/02/2010,33601.22
10,5/03/2010,36572.44
10,12/03/2010,36380.7
10,19/03/2010,38252.33
10,26/03/2010,51956.73
10,2/04/2010,131853.01
10,9/04/2010,89207.79
10,16/04/2010,29765.85
10,23/04/2010,27082.12
10,30/04/2010,27592.84
10,7/05/2010,29819.93
10,14/05/2010,30021.02
10,21/05/2010,30251.76
10,28/05/2010,29958.02
10,4/06/2010,27739.8
10,11/06/2010,26155.91
10,18/06/2010,27568.75
10,25/06/2010,26819.82
10,2/07/2010,27233.92
10,9/07/2010,25908.55
10,16/07/2010,26148.43
10,23/07/2010,25789.81
10,30/07/2010,27036.47
10,6/08/2010,26778.1
10,13/08/2010,27555.3
10,20/08/2010,27899.34
10,27/08/2010,26362.04
10,3/09/2010,29253.15
10,10/09/2010,27246.52
10,17/09/2010,31421.17
10,24/09/2010,32100.28
10,1/10/2010,34152.79
10,8/10/2010,38820.32
10,15/10/2010,44736.63
10,22/10/2010,55322.47
10,29/10/2010,83211.42
10,5/11/2010,68006.65
10,12/11/2010,32133.29
10,19/11/2010,36220.99
10,26/11/2010,35454.02
10,3/12/2010,50943.18
10,10/12/2010,73516.27
10,17/12/2010,98617.12
10,24/12/2010,140537.2
10,31/12/2010,32728.35
10,7/01/2011,26041.71
10,14/01/2011,27859.44
10,21/01/2011,30911.87
10,28/01/2011,29890.73
10,4/02/2011,36145.83
10,11/02/2011,52118.42
10,18/02/2011,64020.62
10,25/02/2011,27273.94
10,4/03/2011,30345.61
10,11/03/2011,29924.64
10,18/03/2011,30524.73
10,25/03/2011,31323.47
10,1/04/2011,31697.55
10,8/04/2011,39469.63
10,15/04/2011,51526.31
10,22/04/2011,113431.75
10,29/04/2011,89938.67
10,6/05/2011,31605.35
10,13/05/2011,27691.58
10,20/05/2011,24977.85
10,27/05/2011,23808.95
10,3/06/2011,23772.81
10,10/06/2011,23970.48
10,17/06/2011,23444.71
10,24/06/2011,23671.59
10,1/07/2011,23895.49
10,8/07/2011,24650.46
10,15/07/2011,26330.68
10,22/07/2011,25959.06
10,29/07/2011,25612.31
10,5/08/2011,26630.53
10,12/08/2011,26147.1
10,19/08/2011,25418.25
10,26/08/2011,23953.35
10,2/09/2011,26033.09
10,9/09/2011,28204.22
10,16/09/2011,32377.19
10,23/09/2011,32582.31
10,30/09/2011,31654.83
10,7/10/2011,37294.04
10,14/10/2011,39680.9
10,21/10/2011,47792.75
10,28/10/2011,68491.28
10,4/11/2011,82167.41
10,11/11/2011,32252.94
10,18/11/2011,30274.57
10,25/11/2011,37228.54
10,2/12/2011,48269.3
10,9/12/2011,72970.2
10,16/12/2011,100775.8
10,23/12/2011,134217.74
10,30/12/2011,52228.86
10,6/01/2012,28520.49
10,13/01/2012,30107.31
10,20/01/2012,31180.23
10,27/01/2012,32559.13
10,3/02/2012,36444
10,10/02/2012,50434.11
10,17/02/2012,74930.33
10,24/02/2012,28751.57
10,2/03/2012,30525.88
10,9/03/2012,33728.46
10,16/03/2012,34745.1
10,23/03/2012,38656.88
10,30/03/2012,46922.97
10,6/04/2012,120131.35
10,13/04/2012,89291.51
10,20/04/2012,26759.76
10,27/04/2012,25524.15
10,4/05/2012,25874.89
10,11/05/2012,27611.94
10,18/05/2012,26524.64
10,25/05/2012,26421.66
10,1/06/2012,24734.89
10,8/06/2012,24653.33
10,15/06/2012,24374.99
10,22/06/2012,24418.14
10,29/06/2012,25021.24
10,6/07/2012,25167.13
10,13/07/2012,26000.97
10,20/07/2012,27065.94
10,27/07/2012,26303.34
10,3/08/2012,26390.26
10,10/08/2012,26320.29
10,17/08/2012,26752.4
10,24/08/2012,26804.84
10,31/08/2012,26083.28
10,7/09/2012,29426.33
10,14/09/2012,30321.06
10,21/09/2012,30872.22
10,28/09/2012,31477.5
10,5/10/2012,36323.95
10,12/10/2012,40626.47
10,19/10/2012,44224.36
10,26/10/2012,58409.83
11,5/02/2010,19611.13
11,12/02/2010,39996.04
11,19/02/2010,25294.18
11,26/02/2010,14342.11
11,5/03/2010,16181.87
11,12/03/2010,17196.89
11,19/03/2010,17434.44
11,26/03/2010,19715.75
11,2/04/2010,54900.47
11,9/04/2010,38869.15
11,16/04/2010,12637.95
11,23/04/2010,13019.65
11,30/04/2010,12139.25
11,7/05/2010,13989.57
11,14/05/2010,14282.45
11,21/05/2010,13937.52
11,28/05/2010,12745.94
11,4/06/2010,14271.87
11,11/06/2010,13472.59
11,18/06/2010,13397.64
11,25/06/2010,12464.25
11,2/07/2010,12998.22
11,9/07/2010,13428.47
11,16/07/2010,14109.87
11,23/07/2010,13866.24
11,30/07/2010,13168.64
11,6/08/2010,12631.91
11,13/08/2010,14765.71
11,20/08/2010,12132.44
11,27/08/2010,12150.57
11,3/09/2010,12879.85
11,10/09/2010,14611.08
11,17/09/2010,15278.88
11,24/09/2010,14635.6
11,1/10/2010,14359.01
11,8/10/2010,18290.41
11,15/10/2010,20706.79
11,22/10/2010,23228.43
11,29/10/2010,36612.45
11,5/11/2010,34087.46
11,12/11/2010,12946.08
11,19/11/2010,14780.82
11,26/11/2010,14957.34
11,3/12/2010,18566.34
11,10/12/2010,24832.92
11,17/12/2010,39796.8
11,24/12/2010,43719.32
11,31/12/2010,13587.43
11,7/01/2011,10427.79
11,14/01/2011,12046.13
11,21/01/2011,13237.41
11,28/01/2011,13170.06
11,4/02/2011,17995.14
11,11/02/2011,28905.93
11,18/02/2011,35980.26
11,25/02/2011,11995.69
11,4/03/2011,12476.52
11,11/03/2011,13314.11
11,18/03/2011,13758.37
11,25/03/2011,13388.31
11,1/04/2011,15288.07
11,8/04/2011,17854.38
11,15/04/2011,20189.53
11,22/04/2011,49498.9
11,29/04/2011,39329.17
11,6/05/2011,12699.62
11,13/05/2011,11751.78
11,20/05/2011,11891.02
11,27/05/2011,11001.92
11,3/06/2011,11371.02
11,10/06/2011,10722.63
11,17/06/2011,11690.13
11,24/06/2011,12757.77
11,1/07/2011,11666.12
11,8/07/2011,11788.35
11,15/07/2011,11604.69
11,22/07/2011,12020.14
11,29/07/2011,13211.76
11,5/08/2011,13832.98
11,12/08/2011,13981.54
11,19/08/2011,14338.17
11,26/08/2011,13526.02
11,2/09/2011,13420.42
11,9/09/2011,13843.22
11,16/09/2011,16401.07
11,23/09/2011,16468.84
11,30/09/2011,15173.56
11,7/10/2011,18578.8
11,14/10/2011,20337.9
11,21/10/2011,22217.57
11,28/10/2011,30383.6
11,4/11/2011,45866.46
11,11/11/2011,16095.39
11,18/11/2011,15643.1
11,25/11/2011,19008.41
11,2/12/2011,21051.73
11,9/12/2011,28212.63
11,16/12/2011,41578.07
11,23/12/2011,45486.93
11,30/12/2011,21228.27
11,6/01/2012,13731.48
11,13/01/2012,15172.4
11,20/01/2012,16605.36
11,27/01/2012,16145.62
11,3/02/2012,20147.53
11,10/02/2012,27452.86
11,17/02/2012,46917.11
11,24/02/2012,15972.38
11,2/03/2012,16220
11,9/03/2012,18075.46
11,16/03/2012,19199.51
11,23/03/2012,20079.16
11,30/03/2012,24982.31
11,6/04/2012,53724.82
11,13/04/2012,38315.05
11,20/04/2012,14956.38
11,27/04/2012,14431.25
11,4/05/2012,14384.36
11,11/05/2012,14541.98
11,18/05/2012,15274.6
11,25/05/2012,13168.18
11,1/06/2012,13757.16
11,8/06/2012,14838.68
11,15/06/2012,14005.82
11,22/06/2012,14359.96
11,29/06/2012,13569.87
11,6/07/2012,15006.51
11,13/07/2012,15526.02
11,20/07/2012,15033.74
11,27/07/2012,14255.89
11,3/08/2012,14635.13
11,10/08/2012,14663.29
11,17/08/2012,14881.22
11,24/08/2012,14534.12
11,31/08/2012,14363.58
11,7/09/2012,15598.79
11,14/09/2012,16399.69
11,21/09/2012,18095.88
11,28/09/2012,17297.21
11,5/10/2012,20921.13
11,12/10/2012,22563.76
11,19/10/2012,22821.58
11,26/10/2012,23746.39
12,5/02/2010,17426.75
12,12/02/2010,37734.82
12,19/02/2010,22135.29
12,26/02/2010,14942.21
12,5/03/2010,17098.49
12,12/03/2010,15535.51
12,19/03/2010,15038.34
12,26/03/2010,17477.41
12,2/04/2010,43175.19
12,9/04/2010,42083.31
12,16/04/2010,12024.35
12,23/04/2010,12979.34
12,30/04/2010,12385.97
12,7/05/2010,14070.85
12,14/05/2010,13013.51
12,21/05/2010,12145.14
12,28/05/2010,12068.84
12,4/06/2010,12955.66
12,11/06/2010,12019.85
12,18/06/2010,11546.92
12,25/06/2010,11759.12
12,2/07/2010,11280.33
12,9/07/2010,12115.46
12,16/07/2010,10612.72
12,23/07/2010,11096.53
12,30/07/2010,11640.6
12,6/08/2010,11394.92
12,13/08/2010,9557.34
12,20/08/2010,10453.09
12,27/08/2010,10119.3
12,3/09/2010,11667.69
12,10/09/2010,11995.69
12,17/09/2010,12391.08
12,24/09/2010,12965.23
12,1/10/2010,13498.88
12,8/10/2010,15827.89
12,15/10/2010,17403.45
12,22/10/2010,19433.79
12,29/10/2010,32760.45
12,5/11/2010,36945.66
12,12/11/2010,11608.18
12,19/11/2010,12815.09
12,26/11/2010,14004.02
12,3/12/2010,18754.63
12,10/12/2010,24253.71
12,17/12/2010,36307.47
12,24/12/2010,43689.13
12,31/12/2010,18294.29
12,7/01/2011,11800.72
12,14/01/2011,11463.13
12,21/01/2011,12132.72
12,28/01/2011,13022.67
12,4/02/2011,14550.06
12,11/02/2011,23821.56
12,18/02/2011,44096.3
12,25/02/2011,13261.69
12,4/03/2011,15065.62
12,11/03/2011,14361.21
12,18/03/2011,14205.71
12,25/03/2011,14806.91
12,1/04/2011,15145.09
12,8/04/2011,15928.24
12,15/04/2011,20872.07
12,22/04/2011,37816.36
12,29/04/2011,43414.94
12,6/05/2011,12449.32
12,13/05/2011,12711.41
12,20/05/2011,12567.35
12,27/05/2011,11502.03
12,3/06/2011,12013.41
12,10/06/2011,13825.52
12,17/06/2011,11548.37
12,24/06/2011,10746.61
12,1/07/2011,11404.93
12,8/07/2011,11555.05
12,15/07/2011,12282.31
12,22/07/2011,11777.36
12,29/07/2011,11225.53
12,5/08/2011,12641.13
12,12/08/2011,11881.93
12,19/08/2011,11333
12,26/08/2011,11479.37
12,2/09/2011,12405.89
12,9/09/2011,13556.34
12,16/09/2011,13272.53
12,23/09/2011,12781.8
12,30/09/2011,12673.69
12,7/10/2011,16021.03
12,14/10/2011,15614.46
12,21/10/2011,18424.15
12,28/10/2011,27969.12
12,4/11/2011,38156.57
12,11/11/2011,13386.97
12,18/11/2011,14320.61
12,25/11/2011,15114.43
12,2/12/2011,20401.51
12,9/12/2011,26719.42
12,16/12/2011,40516.39
12,23/12/2011,40330.81
12,30/12/2011,22801.73
12,6/01/2012,14916.13
12,13/01/2012,13906.43
12,20/01/2012,14141.96
12,27/01/2012,14873.68
12,3/02/2012,17382.12
12,10/02/2012,24137.25
12,17/02/2012,55235.63
12,24/02/2012,14947.04
12,2/03/2012,14833.27
12,9/03/2012,15014.24
12,16/03/2012,17827.64
12,23/03/2012,16119.84
12,30/03/2012,20107.28
12,6/04/2012,44717.36
12,13/04/2012,40885.78
12,20/04/2012,12963.9
12,27/04/2012,12272.34
12,4/05/2012,13561.02
12,11/05/2012,14551.43
12,18/05/2012,12501.23
12,25/05/2012,12166.64
12,1/06/2012,12293.15
12,8/06/2012,14161.4
12,15/06/2012,12142.12
12,22/06/2012,11983.64
12,29/06/2012,11190.21
12,6/07/2012,12408.94
12,13/07/2012,11893.85
12,20/07/2012,11534.32
12,27/07/2012,11633.87
12,3/08/2012,13184.73
12,10/08/2012,11855.52
12,17/08/2012,11657.21
12,24/08/2012,12074.69
12,31/08/2012,12377.76
12,7/09/2012,14482.94
12,14/09/2012,13305.6
12,21/09/2012,13090.69
12,28/09/2012,14074.26
12,5/10/2012,16263.81
12,12/10/2012,18127.42
12,19/10/2012,19839.67
12,26/10/2012,25883.95
13,5/02/2010,46761.9
13,12/02/2010,78415.94
13,19/02/2010,44042.19
13,26/02/2010,31574.04
13,5/03/2010,34505.07
13,12/03/2010,41709.47
13,19/03/2010,49711.13
13,26/03/2010,60176.08
13,2/04/2010,139870.9
13,9/04/2010,70174.14
13,16/04/2010,26122.8
13,23/04/2010,27434.49
13,30/04/2010,27969.13
13,7/05/2010,33966.45
13,14/05/2010,33501.17
13,21/05/2010,32667.51
13,28/05/2010,35332.42
13,4/06/2010,33383.09
13,11/06/2010,31900.4
13,18/06/2010,34803.25
13,25/06/2010,34353.35
13,2/07/2010,33967.55
13,9/07/2010,30286.11
13,16/07/2010,32113.02
13,23/07/2010,32222.95
13,30/07/2010,30914.46
13,6/08/2010,32420.69
13,13/08/2010,30902.78
13,20/08/2010,31722.59
13,27/08/2010,28174.19
13,3/09/2010,32063.75
13,10/09/2010,30657.22
13,17/09/2010,32888.13
13,24/09/2010,33432.69
13,1/10/2010,35901.04
13,8/10/2010,45331.16
13,15/10/2010,52586.78
13,22/10/2010,61630.44
13,29/10/2010,104366.18
13,5/11/2010,54108.64
13,12/11/2010,26954.17
13,19/11/2010,31229.77
13,26/11/2010,35922.66
13,3/12/2010,47101.26
13,10/12/2010,75567.02
13,17/12/2010,126194.22
13,24/12/2010,172225.55
13,31/12/2010,27750.72
13,7/01/2011,24627.06
13,14/01/2011,27800.12
13,21/01/2011,34012.89
13,28/01/2011,33986.89
13,4/02/2011,41444.71
13,11/02/2011,65023.56
13,18/02/2011,73946.67
13,25/02/2011,29638.91
13,4/03/2011,29354.57
13,11/03/2011,35904.82
13,18/03/2011,38123.39
13,25/03/2011,42999.2
13,1/04/2011,47277.1
13,8/04/2011,51889.98
13,15/04/2011,67188.78
13,22/04/2011,154137.88
13,29/04/2011,98796.32
13,6/05/2011,34808.33
13,13/05/2011,34290.58
13,20/05/2011,30197.78
13,27/05/2011,32804.05
13,3/06/2011,34382.8
13,10/06/2011,33027.24
13,17/06/2011,36957.28
13,24/06/2011,36790.58
13,1/07/2011,36567.58
13,8/07/2011,34561.05
13,15/07/2011,35554.31
13,22/07/2011,34344.61
13,29/07/2011,33173.63
13,5/08/2011,33360.48
13,12/08/2011,33909.31
13,19/08/2011,33532.53
13,26/08/2011,31450.65
13,2/09/2011,34118.01
13,9/09/2011,33124.95
13,16/09/2011,35798.64
13,23/09/2011,36918.05
13,30/09/2011,36964.11
13,7/10/2011,44538.63
13,14/10/2011,48179.54
13,21/10/2011,61474.31
13,28/10/2011,83303.04
13,4/11/2011,78658.38
13,11/11/2011,29045.43
13,18/11/2011,33948.41
13,25/11/2011,36870.94
13,2/12/2011,47471.94
13,9/12/2011,81644.24
13,16/12/2011,123098.45
13,23/12/2011,168450.26
13,30/12/2011,51112.61
13,6/01/2012,25196.62
13,13/01/2012,29045.65
13,20/01/2012,32105.71
13,27/01/2012,34503.28
13,3/02/2012,40584.76
13,10/02/2012,57911.49
13,17/02/2012,92776.14
13,24/02/2012,34801.18
13,2/03/2012,35447.56
13,9/03/2012,40317.99
13,16/03/2012,50586.96
13,23/03/2012,53886.04
13,30/03/2012,75620.77
13,6/04/2012,150715.44
13,13/04/2012,92193.11
13,20/04/2012,30200.67
13,27/04/2012,30013.78
13,4/05/2012,32032.4
13,11/05/2012,36686.32
13,18/05/2012,35557.46
13,25/05/2012,35936.78
13,1/06/2012,38500.4
13,8/06/2012,34815.15
13,15/06/2012,37895.69
13,22/06/2012,37614.46
13,29/06/2012,37469.19
13,6/07/2012,38513.66
13,13/07/2012,35979.45
13,20/07/2012,38462.38
13,27/07/2012,34433.92
13,3/08/2012,33797.06
13,10/08/2012,34885.32
13,17/08/2012,35524.12
13,24/08/2012,34554.33
13,31/08/2012,36004.03
13,7/09/2012,35489.42
13,14/09/2012,37693.05
13,21/09/2012,37857.4
13,28/09/2012,36678.66
13,5/10/2012,44180.86
13,12/10/2012,47496.96
13,19/10/2012,59197.86
13,26/10/2012,73165.41
14,5/02/2010,32842.31
14,12/02/2010,39972.64
14,19/02/2010,35163.18
14,26/02/2010,21433.52
14,5/03/2010,26460.12
14,12/03/2010,32663.77
14,19/03/2010,38671.81
14,26/03/2010,52458.18
14,2/04/2010,148029.47
14,9/04/2010,74278.88
14,16/04/2010,19884.05
14,23/04/2010,17282.65
14,30/04/2010,16921.32
14,7/05/2010,19913.34
14,14/05/2010,18637.23
14,21/05/2010,19438.52
14,28/05/2010,19387.33
14,4/06/2010,19974.13
14,11/06/2010,19760.24
14,18/06/2010,21364.48
14,25/06/2010,20183.18
14,2/07/2010,21878.49
14,9/07/2010,18621.51
14,16/07/2010,19210.19
14,23/07/2010,19145.48
14,30/07/2010,18202.08
14,6/08/2010,19255.34
14,13/08/2010,17852.24
14,20/08/2010,17154.27
14,27/08/2010,17580.58
14,3/09/2010,17501.45
14,10/09/2010,18829.48
14,17/09/2010,20722.7
14,24/09/2010,20436.46
14,1/10/2010,23721.15
14,8/10/2010,28356.92
14,15/10/2010,34142.32
14,22/10/2010,46819.58
14,29/10/2010,88190.46
14,5/11/2010,52501.8
14,12/11/2010,19577.54
14,19/11/2010,21638.78
14,26/11/2010,25731.19
14,3/12/2010,34406.89
14,10/12/2010,48776.64
14,17/12/2010,70817.74
14,24/12/2010,95271
14,31/12/2010,14338.06
14,7/01/2011,13527.45
14,14/01/2011,13961.62
14,21/01/2011,17631.09
14,28/01/2011,19621.33
14,4/02/2011,29204.74
14,11/02/2011,40290.75
14,18/02/2011,44609.33
14,25/02/2011,17612.3
14,4/03/2011,20609.28
14,11/03/2011,22614.46
14,18/03/2011,26434.95
14,25/03/2011,28089.35
14,1/04/2011,32014.12
14,8/04/2011,41257.36
14,15/04/2011,55056.2
14,22/04/2011,133744.51
14,29/04/2011,58740.65
14,6/05/2011,16746.8
14,13/05/2011,16351.69
14,20/05/2011,16498.86
14,27/05/2011,16169
14,3/06/2011,16164.61
14,10/06/2011,17220.18
14,17/06/2011,17764.48
14,24/06/2011,18158.21
14,1/07/2011,18694.11
14,8/07/2011,17774.44
14,15/07/2011,19107.43
14,22/07/2011,18080.93
14,29/07/2011,17904.65
14,5/08/2011,18296.65
14,12/08/2011,17671.97
14,19/08/2011,18218.25
14,26/08/2011,20448.9
14,2/09/2011,15794.13
14,9/09/2011,18495.98
14,16/09/2011,20940.6
14,23/09/2011,21799.18
14,30/09/2011,24104.79
14,7/10/2011,31258.49
14,14/10/2011,32669.97
14,21/10/2011,40963.89
14,28/10/2011,70912.19
14,4/11/2011,68830.51
14,11/11/2011,16116.52
14,18/11/2011,20106.24
14,25/11/2011,22947.63
14,2/12/2011,33096.1
14,9/12/2011,50183.75
14,16/12/2011,69628.98
14,23/12/2011,101846.08
14,30/12/2011,34683.42
14,6/01/2012,17444.04
14,13/01/2012,17316.92
14,20/01/2012,20030.18
14,27/01/2012,19537.26
14,3/02/2012,24639.71
14,10/02/2012,37572.2
14,17/02/2012,59755.54
14,24/02/2012,18695.04
14,2/03/2012,21384.35
14,9/03/2012,26241.22
14,16/03/2012,31485.49
14,23/03/2012,36999.06
14,30/03/2012,57410.78
14,6/04/2012,156677
14,13/04/2012,76475.58
14,20/04/2012,18877.13
14,27/04/2012,17954.91
14,4/05/2012,19005.63
14,11/05/2012,20761.07
14,18/05/2012,18372.8
14,25/05/2012,19463.54
14,1/06/2012,18029.87
14,8/06/2012,21339.57
14,15/06/2012,19564.43
14,22/06/2012,16561.57
14,29/06/2012,16782.46
14,6/07/2012,19038.82
14,13/07/2012,16494.44
14,20/07/2012,17543.16
14,27/07/2012,17236.55
14,3/08/2012,18790.07
14,10/08/2012,18922.36
14,17/08/2012,17573.46
14,24/08/2012,18235.88
14,31/08/2012,16316.79
14,7/09/2012,19047.73
14,14/09/2012,19391.24
14,21/09/2012,19906.51
14,28/09/2012,20221.9
14,5/10/2012,23547.4
